timestamp,open,high,low,close,volume,best_bid,best_ask
2026-02-28T07:00:37+00:00,0.515,0.515,0.515,0.515,0.0,,
2026-02-28T08:00:42+00:00,0.52,0.52,0.52,0.52,0.0,,
2026-02-28T10:00:37+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-02-28T11:00:32+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-02-28T13:00:34+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-02-28T14:00:48+00:00,0.52,0.52,0.52,0.52,0.0,,
2026-02-28T15:00:36+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-02-28T16:00:35+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-02-28T18:00:37+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-02-28T19:00:35+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-02-28T20:00:35+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-02-28T21:00:37+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-02-28T22:00:39+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-02-28T23:00:32+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-01T01:00:38+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-01T02:00:34+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-01T03:00:38+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-01T04:00:35+00:00,0.52,0.52,0.52,0.52,0.0,,
2026-03-01T05:00:33+00:00,0.52,0.52,0.52,0.52,0.0,,
2026-03-01T07:00:31+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-01T08:00:33+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-01T09:00:49+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-01T10:00:39+00:00,0.53,0.53,0.53,0.53,0.0,,
2026-03-01T11:00:32+00:00,0.535,0.535,0.535,0.535,0.0,,
2026-03-01T12:00:49+00:00,0.53,0.53,0.53,0.53,0.0,,
2026-03-01T13:00:32+00:00,0.53,0.53,0.53,0.53,0.0,,
2026-03-01T14:00:36+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-01T15:00:43+00:00,0.515,0.515,0.515,0.515,0.0,,
2026-03-01T16:00:36+00:00,0.515,0.515,0.515,0.515,0.0,,
2026-03-01T17:00:32+00:00,0.515,0.515,0.515,0.515,0.0,,
2026-03-01T18:00:37+00:00,0.52,0.52,0.52,0.52,0.0,,
2026-03-01T19:00:33+00:00,0.52,0.52,0.52,0.52,0.0,,
2026-03-01T20:00:34+00:00,0.52,0.52,0.52,0.52,0.0,,
2026-03-01T21:00:42+00:00,0.52,0.52,0.52,0.52,0.0,,
2026-03-01T22:00:36+00:00,0.515,0.515,0.515,0.515,0.0,,
2026-03-01T23:00:33+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-02T00:00:57+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-02T01:00:31+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-02T02:00:32+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-02T03:00:37+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-02T04:00:31+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-02T05:00:30+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-02T06:00:33+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-02T07:00:31+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-02T08:00:32+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-02T09:00:36+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-02T10:00:32+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-02T11:00:30+00:00,0.525,0.525,0.525,0.525,0.0,,
2026-03-02T12:00:48+00:00,0.52,0.52,0.52,0.52,0.0,,
2026-03-02T13:00:32+00:00,0.52,0.52,0.52,0.52,0.0,,
