source_csv,timestamp,token_id,condition_id,question,outcome,close,best_bid,best_ask,spread_bps,abs_move_bps,lookback_move_bps,quote_changed,quote_change_count,quote_change_ratio,quote_source,price_bucket,spread_bucket,movement_bucket,activity_bucket,hours_to_resolution,resolution_bucket,state_label
data/quote_backtests_clob_fresh/quote_backtest_2527312495175492857904889758552137141356236738032676480522356889996545113869.csv,2026-04-20T07:07:40.387384+00:00,2527312495175492857904889758552137141356236738032676480522356889996545113869,0x9c1a953fe92c8357f1b646ba25d983aa83e90c525992db14fb726fa895cb5763,Russia-Ukraine Ceasefire before GTA VI?,No,0.46499999999999997,0.46,0.47,215.05,0.0,0.0,0,0,0.0,,30-70c,medium,flat,low,2452.87,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_2527312495175492857904889758552137141356236738032676480522356889996545113869.csv,2026-04-20T07:07:55.919953+00:00,2527312495175492857904889758552137141356236738032676480522356889996545113869,0x9c1a953fe92c8357f1b646ba25d983aa83e90c525992db14fb726fa895cb5763,Russia-Ukraine Ceasefire before GTA VI?,No,0.46499999999999997,0.46,0.47,215.05,0.0,0.0,0,0,0.0,,30-70c,medium,flat,low,2452.87,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_2527312495175492857904889758552137141356236738032676480522356889996545113869.csv,2026-04-20T07:08:11.595197+00:00,2527312495175492857904889758552137141356236738032676480522356889996545113869,0x9c1a953fe92c8357f1b646ba25d983aa83e90c525992db14fb726fa895cb5763,Russia-Ukraine Ceasefire before GTA VI?,No,0.46499999999999997,0.46,0.47,215.05,0.0,0.0,0,0,0.0,,30-70c,medium,flat,low,2452.86,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_2527312495175492857904889758552137141356236738032676480522356889996545113869.csv,2026-04-20T07:08:27.290142+00:00,2527312495175492857904889758552137141356236738032676480522356889996545113869,0x9c1a953fe92c8357f1b646ba25d983aa83e90c525992db14fb726fa895cb5763,Russia-Ukraine Ceasefire before GTA VI?,No,0.46499999999999997,0.46,0.47,215.05,0.0,0.0,0,0,0.0,,30-70c,medium,flat,low,2452.86,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_2527312495175492857904889758552137141356236738032676480522356889996545113869.csv,2026-04-20T07:08:42.943850+00:00,2527312495175492857904889758552137141356236738032676480522356889996545113869,0x9c1a953fe92c8357f1b646ba25d983aa83e90c525992db14fb726fa895cb5763,Russia-Ukraine Ceasefire before GTA VI?,No,0.46499999999999997,0.46,0.47,215.05,0.0,0.0,0,0,0.0,,30-70c,medium,flat,low,2452.85,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_2527312495175492857904889758552137141356236738032676480522356889996545113869.csv,2026-04-20T07:08:58.690289+00:00,2527312495175492857904889758552137141356236738032676480522356889996545113869,0x9c1a953fe92c8357f1b646ba25d983aa83e90c525992db14fb726fa895cb5763,Russia-Ukraine Ceasefire before GTA VI?,No,0.46499999999999997,0.46,0.47,215.05,0.0,0.0,0,0,0.0,,30-70c,medium,flat,low,2452.85,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_2527312495175492857904889758552137141356236738032676480522356889996545113869.csv,2026-04-20T07:09:14.373985+00:00,2527312495175492857904889758552137141356236738032676480522356889996545113869,0x9c1a953fe92c8357f1b646ba25d983aa83e90c525992db14fb726fa895cb5763,Russia-Ukraine Ceasefire before GTA VI?,No,0.46499999999999997,0.46,0.47,215.05,0.0,0.0,0,0,0.0,,30-70c,medium,flat,low,2452.85,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_2527312495175492857904889758552137141356236738032676480522356889996545113869.csv,2026-04-20T07:09:30.007151+00:00,2527312495175492857904889758552137141356236738032676480522356889996545113869,0x9c1a953fe92c8357f1b646ba25d983aa83e90c525992db14fb726fa895cb5763,Russia-Ukraine Ceasefire before GTA VI?,No,0.46499999999999997,0.46,0.47,215.05,0.0,0.0,0,0,0.0,,30-70c,medium,flat,low,2452.84,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_2527312495175492857904889758552137141356236738032676480522356889996545113869.csv,2026-04-20T07:09:45.570484+00:00,2527312495175492857904889758552137141356236738032676480522356889996545113869,0x9c1a953fe92c8357f1b646ba25d983aa83e90c525992db14fb726fa895cb5763,Russia-Ukraine Ceasefire before GTA VI?,No,0.46499999999999997,0.46,0.47,215.05,0.0,0.0,0,0,0.0,,30-70c,medium,flat,low,2452.84,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_2527312495175492857904889758552137141356236738032676480522356889996545113869.csv,2026-04-20T07:10:01.193062+00:00,2527312495175492857904889758552137141356236738032676480522356889996545113869,0x9c1a953fe92c8357f1b646ba25d983aa83e90c525992db14fb726fa895cb5763,Russia-Ukraine Ceasefire before GTA VI?,No,0.46499999999999997,0.46,0.47,215.05,0.0,0.0,0,0,0.0,,30-70c,medium,flat,low,2452.83,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:05:03.804668+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,,,0,0,0.0,,0-10c,medium,unknown,low,1696.92,gt_7d,medium/unknown/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:05:19.522810+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.91,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:05:35.222153+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.91,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:05:50.814894+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.9,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:06:06.517769+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.9,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:06:22.062590+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.89,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:06:37.690101+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.89,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:06:53.302950+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.89,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:07:09.266212+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.88,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:07:24.819076+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.88,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:07:40.387384+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.87,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:07:55.919953+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.87,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:08:11.595197+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.86,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:08:27.290142+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.86,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:08:42.943850+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.85,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:08:58.690289+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.85,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:09:14.373985+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.85,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:09:30.007151+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.84,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:09:45.570484+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.84,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_35573117698117780238142713946749692621043319879346349609080985768472429209643.csv,2026-04-20T07:10:01.193062+00:00,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,Yes,0.083,0.082,0.084,240.96,0.0,0.0,0,0,0.0,,0-10c,medium,flat,low,1696.83,gt_7d,medium/flat/low
data/quote_backtests_clob_fresh/quote_backtest_53831553061883006530739877284105938919721408776239639687877978808906551086026.csv,2026-04-20T07:05:03.804668+00:00,53831553061883006530739877284105938919721408776239639687877978808906551086026,0x1fad72fae204143ff1c3035e99e7c0f65ea8d5cd9bd1070987bd1a3316f772be,New Rihanna Album before GTA VI?,No,0.425,0.41,0.44,705.88,,,0,0,0.0,,30-70c,wide,unknown,low,2452.92,gt_7d,wide/unknown/low
data/quote_backtests_clob_fresh/quote_backtest_53831553061883006530739877284105938919721408776239639687877978808906551086026.csv,2026-04-20T07:05:19.522810+00:00,53831553061883006530739877284105938919721408776239639687877978808906551086026,0x1fad72fae204143ff1c3035e99e7c0f65ea8d5cd9bd1070987bd1a3316f772be,New Rihanna Album before GTA VI?,No,0.425,0.41,0.44,705.88,0.0,0.0,0,0,0.0,,30-70c,wide,flat,low,2452.91,gt_7d,wide/flat/low
data/quote_backtests_clob_fresh/quote_backtest_53831553061883006530739877284105938919721408776239639687877978808906551086026.csv,2026-04-20T07:05:35.222153+00:00,53831553061883006530739877284105938919721408776239639687877978808906551086026,0x1fad72fae204143ff1c3035e99e7c0f65ea8d5cd9bd1070987bd1a3316f772be,New Rihanna Album before GTA VI?,No,0.425,0.41,0.44,705.88,0.0,0.0,0,0,0.0,,30-70c,wide,flat,low,2452.91,gt_7d,wide/flat/low
data/quote_backtests_clob_fresh/quote_backtest_53831553061883006530739877284105938919721408776239639687877978808906551086026.csv,2026-04-20T07:05:50.814894+00:00,53831553061883006530739877284105938919721408776239639687877978808906551086026,0x1fad72fae204143ff1c3035e99e7c0f65ea8d5cd9bd1070987bd1a3316f772be,New Rihanna Album before GTA VI?,No,0.425,0.41,0.44,705.88,0.0,0.0,0,0,0.0,,30-70c,wide,flat,low,2452.9,gt_7d,wide/flat/low
data/quote_backtests_clob_fresh/quote_backtest_53831553061883006530739877284105938919721408776239639687877978808906551086026.csv,2026-04-20T07:06:06.517769+00:00,53831553061883006530739877284105938919721408776239639687877978808906551086026,0x1fad72fae204143ff1c3035e99e7c0f65ea8d5cd9bd1070987bd1a3316f772be,New Rihanna Album before GTA VI?,No,0.425,0.41,0.44,705.88,0.0,0.0,0,0,0.0,,30-70c,wide,flat,low,2452.9,gt_7d,wide/flat/low
data/quote_backtests_clob_fresh/quote_backtest_53831553061883006530739877284105938919721408776239639687877978808906551086026.csv,2026-04-20T07:06:22.062590+00:00,53831553061883006530739877284105938919721408776239639687877978808906551086026,0x1fad72fae204143ff1c3035e99e7c0f65ea8d5cd9bd1070987bd1a3316f772be,New Rihanna Album before GTA VI?,No,0.425,0.41,0.44,705.88,0.0,0.0,0,0,0.0,,30-70c,wide,flat,low,2452.89,gt_7d,wide/flat/low
data/quote_backtests_clob_fresh/quote_backtest_53831553061883006530739877284105938919721408776239639687877978808906551086026.csv,2026-04-20T07:06:37.690101+00:00,53831553061883006530739877284105938919721408776239639687877978808906551086026,0x1fad72fae204143ff1c3035e99e7c0f65ea8d5cd9bd1070987bd1a3316f772be,New Rihanna Album before GTA VI?,No,0.425,0.41,0.44,705.88,0.0,0.0,0,0,0.0,,30-70c,wide,flat,low,2452.89,gt_7d,wide/flat/low
data/quote_backtests_clob_fresh/quote_backtest_53831553061883006530739877284105938919721408776239639687877978808906551086026.csv,2026-04-20T07:06:53.302950+00:00,53831553061883006530739877284105938919721408776239639687877978808906551086026,0x1fad72fae204143ff1c3035e99e7c0f65ea8d5cd9bd1070987bd1a3316f772be,New Rihanna Album before GTA VI?,No,0.425,0.41,0.44,705.88,0.0,0.0,0,0,0.0,,30-70c,wide,flat,low,2452.89,gt_7d,wide/flat/low
data/quote_backtests_clob_fresh/quote_backtest_53831553061883006530739877284105938919721408776239639687877978808906551086026.csv,2026-04-20T07:07:09.266212+00:00,53831553061883006530739877284105938919721408776239639687877978808906551086026,0x1fad72fae204143ff1c3035e99e7c0f65ea8d5cd9bd1070987bd1a3316f772be,New Rihanna Album before GTA VI?,No,0.425,0.41,0.44,705.88,0.0,0.0,0,0,0.0,,30-70c,wide,flat,low,2452.88,gt_7d,wide/flat/low
data/quote_backtests_clob_fresh/quote_backtest_53831553061883006530739877284105938919721408776239639687877978808906551086026.csv,2026-04-20T07:07:24.819076+00:00,53831553061883006530739877284105938919721408776239639687877978808906551086026,0x1fad72fae204143ff1c3035e99e7c0f65ea8d5cd9bd1070987bd1a3316f772be,New Rihanna Album before GTA VI?,No,0.425,0.41,0.44,705.88,0.0,0.0,0,0,0.0,,30-70c,wide,flat,low,2452.88,gt_7d,wide/flat/low
data/quote_backtests_clob_fresh/quote_backtest_53831553061883006530739877284105938919721408776239639687877978808906551086026.csv,2026-04-20T07:07:40.387384+00:00,53831553061883006530739877284105938919721408776239639687877978808906551086026,0x1fad72fae204143ff1c3035e99e7c0f65ea8d5cd9bd1070987bd1a3316f772be,New Rihanna Album before GTA VI?,No,0.425,0.41,0.44,705.88,0.0,0.0,0,0,0.0,,30-70c,wide,flat,low,2452.87,gt_7d,wide/flat/low
data/quote_backtests_clob_fresh/quote_backtest_53831553061883006530739877284105938919721408776239639687877978808906551086026.csv,2026-04-20T07:07:55.919953+00:00,53831553061883006530739877284105938919721408776239639687877978808906551086026,0x1fad72fae204143ff1c3035e99e7c0f65ea8d5cd9bd1070987bd1a3316f772be,New Rihanna Album before GTA VI?,No,0.425,0.41,0.44,705.88,0.0,0.0,0,0,0.0,,30-70c,wide,flat,low,2452.87,gt_7d,wide/flat/low
data/quote_backtests_clob_fresh/quote_backtest_53831553061883006530739877284105938919721408776239639687877978808906551086026.csv,2026-04-20T07:08:11.595197+00:00,53831553061883006530739877284105938919721408776239639687877978808906551086026,0x1fad72fae204143ff1c3035e99e7c0f65ea8d5cd9bd1070987bd1a3316f772be,New Rihanna Album before GTA VI?,No,0.425,0.41,0.44,705.88,0.0,0.0,0,0,0.0,,30-70c,wide,flat,low,2452.86,gt_7d,wide/flat/low
data/quote_backtests_clob_fresh/quote_backtest_53831553061883006530739877284105938919721408776239639687877978808906551086026.csv,2026-04-20T07:08:27.290142+00:00,53831553061883006530739877284105938919721408776239639687877978808906551086026,0x1fad72fae204143ff1c3035e99e7c0f65ea8d5cd9bd1070987bd1a3316f772be,New Rihanna Album before GTA VI?,No,0.425,0.41,0.44,705.88,0.0,0.0,0,0,0.0,,30-70c,wide,flat,low,2452.86,gt_7d,wide/flat/low
data/quote_backtests_clob_fresh/quote_backtest_53831553061883006530739877284105938919721408776239639687877978808906551086026.csv,2026-04-20T07:08:42.943850+00:00,53831553061883006530739877284105938919721408776239639687877978808906551086026,0x1fad72fae204143ff1c3035e99e7c0f65ea8d5cd9bd1070987bd1a3316f772be,New Rihanna Album before GTA VI?,No,0.425,0.41,0.44,705.88,0.0,0.0,0,0,0.0,,30-70c,wide,flat,low,2452.85,gt_7d,wide/flat/low
data/quote_backtests_clob_fresh/quote_backtest_53831553061883006530739877284105938919721408776239639687877978808906551086026.csv,2026-04-20T07:08:58.690289+00:00,53831553061883006530739877284105938919721408776239639687877978808906551086026,0x1fad72fae204143ff1c3035e99e7c0f65ea8d5cd9bd1070987bd1a3316f772be,New Rihanna Album before GTA VI?,No,0.425,0.41,0.44,705.88,0.0,0.0,0,0,0.0,,30-70c,wide,flat,low,2452.85,gt_7d,wide/flat/low
data/quote_backtests_clob_fresh/quote_backtest_53831553061883006530739877284105938919721408776239639687877978808906551086026.csv,2026-04-20T07:09:14.373985+00:00,53831553061883006530739877284105938919721408776239639687877978808906551086026,0x1fad72fae204143ff1c3035e99e7c0f65ea8d5cd9bd1070987bd1a3316f772be,New Rihanna Album before GTA VI?,No,0.425,0.41,0.44,705.88,0.0,0.0,0,0,0.0,,30-70c,wide,flat,low,2452.85,gt_7d,wide/flat/low
