timestamp,open,high,low,close,volume,best_bid,best_ask,token_id,condition_id,outcome,question,market_slug,market_family,spread,spread_bps,last_price,liquidity,closed,archived,endDate,createdAt
2026-04-20T07:05:03.804668+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,89786.40189,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:05:19.522810+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,89786.40189,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:05:35.222153+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,89786.40189,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:05:50.814894+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,89786.40189,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:06:06.517769+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,89786.40189,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:06:22.062590+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,89786.40189,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:06:37.690101+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,89786.40189,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:06:53.302950+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,89786.40189,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:07:09.266212+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,90444.85506,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:07:24.819076+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,90444.85506,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:07:40.387384+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,90444.85506,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:07:55.919953+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,90444.85506,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:08:11.595197+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,90444.85506,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:08:27.290142+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,90444.85506,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:08:42.943850+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,90444.85506,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:08:58.690289+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,90444.85506,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:09:14.373985+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,90444.85506,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:09:30.007151+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,90444.85506,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:09:45.570484+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,90444.85506,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
2026-04-20T07:10:01.193062+00:00,0.083,0.084,0.082,0.083,1735468.5586669699,0.082,0.084,35573117698117780238142713946749692621043319879346349609080985768472429209643,0xbdd688664b4f3cf7ec4ec011607934fe8ae720c08353fc14a6e9dfbf6bbcf11a,Yes,Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?,will-the-tampa-bay-lightning-win-the-2026-nhl-stanley-cup,,0.0020000000000000018,240.96385542168693,0.083,90444.85506,False,False,2026-06-30T00:00:00Z,2025-06-19T18:02:54.010879Z
